source,target,length,name,highway,osmid,oneway,reversed
4631143728,4631143725,18.46,Nguyễn Tri Phương,primary,706648298,True,False
4631143728,6757735275,11.977,Đường Trần Hưng Đạo B,primary,1019648616,True,False
11799114415,6770526453,57.8,Nguyễn Tri Phương,primary,432383413,True,False
4631143725,4631143724,17.755,Nguyễn Tri Phương,primary,706648298,True,False
6757735275,3462850856,32.988,Đường Trần Hưng Đạo B,primary,1019648616,True,False
2495864024,6757924472,12.465,Đường Tùng Thiện Vương,primary,193514960,True,False
6757924472,6773057493,22.492,Đường Tùng Thiện Vương,primary,193514960,True,False
4628844527,4621858719,2.867,,primary,1018412808,True,False
4621858719,4629021463,2.872,,primary,1018412808,True,False
6760648983,12006635993,8.172,Trần Hưng Đạo,primary,431068520,True,False
12006635993,411926591,10.406,Trần Hưng Đạo,primary,431068520,True,False
4616143770,6775437296,10.063,Trần Phú,primary,971692816,True,False
6775437296,6775437297,8.517,Trần Phú,primary,971692816,True,False
411918640,411926054,48.5,Đường Ðiện Biên Phủ,primary,408246393,True,False
411926054,5778212565,13.388,Đường Ðiện Biên Phủ,primary,408246393,True,False
6760648979,6789210667,18.49,Trần Hưng Đạo,primary,720357121,True,False
6789210667,6760648978,37.283,Trần Hưng Đạo,primary,720357121,True,False
11998294098,11998448297,65.193,Ngô Gia Tự,primary,1294654280,False,False
11998294098,6786000983,8.917,Ngô Gia Tự,primary,1294683683,False,True
11998448297,11998448295,28.893,Ngô Gia Tự,primary,1294654280,False,False
11998448297,11998294098,65.193,Ngô Gia Tự,primary,1294654280,False,True
6786000983,11998294098,8.917,Ngô Gia Tự,primary,1294683683,False,False
6786000983,11998448292,7.171,Ngô Gia Tự,primary,1294683683,False,True
411918861,2032267326,8.436,Nguyễn Thái Học,primary,35114508,True,False
2032267326,411923507,84.815,Nguyễn Thái Học,primary,1162960449,True,False
5794854821,5794883987,62.281,Hùng Vương,primary,715878587,True,False
5794883987,6727536979,35.705,Hùng Vương,primary,715878587,True,False
11072734340,2036141698,20.136,Nam Kỳ Khởi Nghĩa,primary,326849842,True,False
2036141698,411918595,89.72,Nam Kỳ Khởi Nghĩa,primary,326849842,True,False
11390244869,11755528652,77.655,Xuân Hồng,primary,32580242,True,False
11755528652,6257994017,8.47,Xuân Hồng,primary,32580242,True,False
5674570717,6732659233,39.811,Đường Hồng Bàng,primary,716772937,True,False
6732659233,5803147461,7.909,Đường Hồng Bàng,primary,716772937,True,False
11812136323,6790629505,106.652,Nguyễn Thái Học,primary,1177820835,True,False
6790629505,6773180540,10.255,Nguyễn Thái Học,primary,722054811,True,False
6770391006,366438053,8.679,Đường Tùng Thiện Vương,primary,1009761300,True,False
366438053,6770224599,8.655,Đường Tùng Thiện Vương,primary,193514976,True,False
4621858722,4629021465,2.563,,primary,1018412813,True,False
4629021465,2300363363,2.572,,primary,1018412813,True,False
6769576945,1996654802,4.861,Đường Hải Thượng Lãn Ông,primary,466008499,True,False
1996654802,1996654797,4.254,,primary,1265525408,True,False
9404173919,5763168791,23.893,Nguyễn Thị Nghĩa,primary,192680178,True,False
5763168791,4610643513,69.593,Nguyễn Thị Nghĩa,primary,192680178,True,False
4621858729,6726843071,10.994,Đường An Dương Vương,primary,467581823,True,False
6726843071,6726843068,27.666,Đường An Dương Vương,primary,467581823,True,False
6727312100,2469697626,8.932,Đường Nguyễn Văn Cừ,primary,330532335,True,False
2469697626,6727405916,60.526,Đường Nguyễn Văn Cừ,primary,330532335,True,False
9497070786,6757455573,3.169,,primary,468691943,True,False
6757455573,6757455570,4.704,,primary,468691943,True,False
411918862,6747216648,16.066,Hàm Nghi,primary,621157034,True,False
6747216648,6747154745,72.426,Hàm Nghi,primary,621157034,True,False
9404261876,6760610800,36.911,Trần Hưng Đạo,primary,720372215,True,False
6760610800,6760665400,29.73,Trần Hưng Đạo,primary,724152275,True,False
4594693824,4594790873,13.935,Cầu Ông Lãnh,primary,165216647,True,False
4594790873,4594790872,10.447,Cầu Ông Lãnh,primary,165216647,True,False
2036141734,366414466,134.507,Nguyễn Văn Trỗi,primary,35113033,True,False
1767231969,4594765218,18.68,Cầu Ông Lãnh,primary,165150831,True,False
4594765218,2032267185,29.015,Cầu Ông Lãnh,primary,165150831,True,False
6726843076,6726843078,32.288,Đường An Dương Vương,primary,467581823,True,False
6726843078,4640056766,5.971,Đường An Dương Vương,primary,467581823,True,False
4614188874,6727805027,7.587,Đường Châu Văn Liêm,primary,466671837,False,False
4614188874,5813896032,3.286,Đường Châu Văn Liêm,primary,466671837,False,True
6727805027,4614188874,7.587,Đường Châu Văn Liêm,primary,466671837,False,True
6727805027,11755184325,29.259,Đường Châu Văn Liêm,primary,466671837,False,False
5813896032,4614188874,3.286,Đường Châu Văn Liêm,primary,466671837,False,False
5813896032,6727805030,11.259,Đường Châu Văn Liêm,primary,466671837,False,True
4488979657,4488979655,9.322,Công trường Mê Linh,primary,327181429,True,False
4488979655,10700118730,7.959,Công trường Mê Linh,primary,327181429,True,False
6747157934,5772508114,13.919,Đường Lý Thường Kiệt,primary,220860894,True,False
5772508114,5772508107,32.368,Đường Lý Thường Kiệt,primary,220860894,True,False
2233126178,6789047630,7.574,Lý Thái Tổ,primary,32581129,True,False
2233126178,698217086,5.691,Ngã Bảy Lý Thái Tổ,primary,1018414106,True,False
6789047630,2498090057,4.393,Lý Thái Tổ,primary,32581129,True,False
698217086,411919629,5.68,Ngã Bảy Lý Thái Tổ,primary,1018414106,True,False
9861338000,1996654122,12.828,Đường Tùng Thiện Vương,primary,1009761299,True,False
1996654122,11799722418,6.147,Cầu Chà Và,primary,189017100,True,False
6544024732,6727805005,7.097,Hồng Bàng,primary,210268958,True,False
6727805005,6544024735,43.692,Hồng Bàng,primary,210268958,True,False
6750723085,6783825164,64.075,Nguyễn Tri Phương,primary,1268054461,True,False
6783825164,6757455576,37.974,Nguyễn Tri Phương,primary,1268054461,True,False
1767760204,5814168790,7.617,Đường Nguyễn Văn Cừ,primary,724450707,True,False
1767760204,2358137376,27.262,Đường Nguyễn Văn Cừ,primary,724450709,True,False
5814168790,6794061674,6.998,Đường Nguyễn Văn Cừ,primary,724450707,True,False
2358137376,3338019281,3.843,Võ Văn Kiệt,primary,466043072,True,False
4614188869,6727805034,11.522,Đường Châu Văn Liêm,primary,466671836,True,False
6727805034,6727805031,73.422,Đường Châu Văn Liêm,primary,466671836,True,False
5805637459,5805831221,56.169,Trần Phú,primary,971692816,True,False
5805831221,6786699446,72.048,Trần Phú,primary,971692816,True,False
4623078282,6751173863,9.903,Nguyễn Tri Phương,primary,289862908,True,False
6751173863,5045757305,14.777,Nguyễn Tri Phương,primary,289862908,True,False
4609356060,4609356063,57.851,Đường Võ Văn Kiệt,primary,723202521,True,False
4609356063,4609356062,20.965,Đường Võ Văn Kiệt,primary,723202521,True,False
6789210643,6789210645,11.964,Trần Hưng Đạo,primary,682105049,True,False
6789210645,2032267468,29.05,Trần Hưng Đạo,primary,682105049,True,False
2036141659,2036141734,24.088,Nguyễn Văn Trỗi,primary,35113033,True,False
5762610071,634134017,6.109,Vòng xoay Cộng Hoà,primary,431656677,True,False
634134017,5762610085,6.116,Vòng xoay Cộng Hoà,primary,431656677,True,False
6751141606,2498090051,14.225,Lý Thái Tổ,primary,32581129,True,False
2498090051,6751141601,12.352,Lý Thái Tổ,primary,1267828460,True,False
5780641549,6727484815,7.5,Đường Hùng Vương,primary,32588432,True,False
6727484815,5780641548,49.669,Đường Hùng Vương,primary,32588432,True,False
5780784040,6754353885,37.945,Đường Nguyễn Văn Cừ,primary,715843010,True,False
6754353885,634134026,16.814,Đường Nguyễn Văn Cừ,primary,715843010,True,False
6794477956,11953547343,34.242,Cách Mạng Tháng 8,primary,724496035,True,False
11953547343,6793729485,3.224,Cách Mạng Tháng 8,primary,724496035,True,False
1767909377,2380787709,24.985,Đường Võ Văn Kiệt,primary,1265997672,True,False
2380787709,1996654087,25.423,Đường Võ Văn Kiệt,primary,1265997672,True,False
11389684393,2082380630,17.977,Hoàng Văn Thụ,primary,197982856,True,False
2082380630,11389684394,23.54,Hoàng Văn Thụ,primary,197982856,True,False
6793862974,5764817342,3.23,Ðiện Biên Phủ,primary,327097661,True,False
5764817342,5764817343,38.94,Ðiện Biên Phủ,primary,327097661,True,False
6739847112,4652327729,15.287,Ðiện Biên Phủ,primary,1018414111,True,False
4652327729,6791123349,9.091,Ðiện Biên Phủ,primary,1018414111,True,False
6789210666,9404261866,24.039,Trần Hưng Đạo,primary,1019648604,True,False
9404261866,9404261871,18.565,Trần Hưng Đạo,primary,1019648604,True,False
2358070590,2358070584,3.284,,primary,227076577,True,False
2358070584,2358070596,2.018,,primary,227076577,True,False
9402520596,6751145380,4.474,Hàm Nghi,primary,719035066,True,False
6751145380,9402520597,5.277,Hàm Nghi,primary,719035066,True,False
2288699460,11390037741,10.668,Hoàng Văn Thụ,primary,702396715,True,False
11390037741,2288699454,8.868,Hoàng Văn Thụ,primary,702396715,True,False
6739847107,3342060872,16.155,Lý Thái Tổ,primary,1185901506,True,False
3342060872,11757445972,92.566,Lý Thái Tổ,primary,1185901506,True,False
634134021,634134022,4.525,Vòng xoay Cộng Hoà,primary,1265471309,True,False
634134022,5762610078,4.533,Vòng xoay Cộng Hoà,primary,1265471309,True,False
366368374,8366363067,12.326,Cách Mạng Tháng 8,primary,500897933,False,False
366368374,11811380949,34.922,Cách Mạng Tháng 8,primary,500897933,False,True
8366363067,411918265,38.596,Cách Mạng Tháng 8,primary,500897933,False,False
8366363067,366368374,12.326,Cách Mạng Tháng 8,primary,500897933,False,True
11811380949,366368374,34.922,Cách Mạng Tháng 8,primary,500897933,False,False
11811380949,4918435013,6.386,Cách Mạng Tháng 8,primary,500897933,False,True
10609371287,8032750097,17.73,Nam Kỳ Khởi Nghĩa,primary,326849842,True,False
8032750097,411926487,29.768,Nam Kỳ Khởi Nghĩa,primary,326849842,True,False
7428269760,7428269761,4.587,Cao Xuân Dục,primary,794226593,True,False
7428269761,7428269762,1.663,Cao Xuân Dục,primary,794226593,True,False
5063701408,411918284,36.632,Cách Mạng Tháng 8,primary,495852561,False,False
5063701408,11395678546,3.787,Cách Mạng Tháng 8,primary,495852561,False,True
411918284,5063701402,18.741,Cách Mạng Tháng 8,primary,495852561,False,False
411918284,5063701408,36.632,Cách Mạng Tháng 8,primary,495852561,False,True
11395678546,5063701408,3.787,Cách Mạng Tháng 8,primary,495852561,False,False
11395678546,4875861250,41.454,Cách Mạng Tháng 8,primary,495852561,False,True
8348588369,5813867356,83.107,Đường Võ Văn Kiệt,primary,723197007,True,False
5813867356,4415006538,33.083,Đường Võ Văn Kiệt,primary,723197007,True,False
366466362,5765078838,36.299,Đường Lý Thường Kiệt,primary,408212916,True,False
5765078838,11755528587,69.98,Đường Lý Thường Kiệt,primary,408212916,True,False
6712587726,6712587728,14.95,Đường Lý Thái Tổ,primary,714014818,True,False
6712587728,2498090048,9.668,Đường Lý Thái Tổ,primary,714014818,True,False
4609356043,4609356044,30.932,Đường Võ Văn Kiệt,primary,1228549308,True,False
4609356044,4609356045,24.376,Đường Võ Văn Kiệt,primary,1228549308,True,False
6786258041,6786258039,92.49,Lý Thái Tổ,primary,32581129,True,False
1997244047,714567128,29.302,Cầu Ông Lãnh,primary,165150831,True,False
714567128,1987943092,34.984,Cầu Ông Lãnh,primary,165150831,True,False
366452547,2044486215,7.955,Dương Bá Trạc,primary,1227923937,True,False
2044486215,1773321419,6.176,Dương Bá Trạc,primary,239031059,True,False
3338019240,6791575588,12.971,Đường Võ Văn Kiệt,primary,724176786,True,False
6791575588,6770526469,6.69,Đường Võ Văn Kiệt,primary,724176786,True,False
6760578316,5806004387,51.763,Đường Nguyễn Văn Cừ,primary,219859645,True,False
5806004387,5814336826,35.798,Đường Nguyễn Văn Cừ,primary,219859645,True,False
2966416212,9721647700,10.796,Cầu Khánh Hội,primary,57727332,True,False
9721647700,2966416213,9.178,Cầu Khánh Hội,primary,57727332,True,False
11998476556,11998476558,46.669,Ngô Gia Tự,primary,1294685600,False,False
11998476556,11998476555,7.454,Ngô Gia Tự,primary,1294685600,False,True
11998476558,11998476559,31.079,Ngô Gia Tự,primary,1294685600,False,False
11998476558,11998476556,46.669,Ngô Gia Tự,primary,1294685600,False,True
11998476555,11998476556,7.454,Ngô Gia Tự,primary,1294685600,False,False
11998476555,11998476554,35.385,Ngô Gia Tự,primary,1294685600,False,True
6794364468,8591874795,25.093,Đường hầm sông Sài Gòn,primary,724479606,True,False
8591874795,8591874796,28.182,Đường hầm sông Sài Gòn,primary,724479606,True,False
6789341871,4650010744,51.693,Trần Hưng Đạo,primary,1019648673,True,False
4650010744,5762780550,23.922,Trần Hưng Đạo,primary,1019648669,True,False
3338019242,5814336817,13.983,Võ Văn Kiệt,primary,327090284,True,False
5814336817,3338019241,6.226,Võ Văn Kiệt,primary,327090284,True,False
366399085,6759811640,9.647,Đường Lý Thường Kiệt,primary,719465515,False,False
366399085,6772593454,20.752,Đường Lý Thường Kiệt,primary,719465515,False,True
6759811640,6772593450,44.985,Đường Lý Thường Kiệt,primary,719465515,False,False
6759811640,366399085,9.647,Đường Lý Thường Kiệt,primary,719465515,False,True
6772593454,366399085,20.752,Đường Lý Thường Kiệt,primary,719465515,False,False
6772593454,6759826592,39.353,Đường Lý Thường Kiệt,primary,719465515,False,True
6770152601,6724935336,3.912,Lý Thái Tổ,primary,242309084,True,False
6724935336,6712322234,56.266,Lý Thái Tổ,primary,242309084,True,False
9864826740,9864826741,5.616,Vòng xoay Phù Đổng Thiên Vương,primary,466200149,True,False
9864826741,9864826742,5.994,Vòng xoay Phù Đổng Thiên Vương,primary,466200149,True,False
10700118728,2036082816,6.171,Công trường Mê Linh,primary,35114821,True,False
2036082816,4488979652,13.443,Công trường Mê Linh,primary,696974352,True,False
6739847137,6739847138,7.207,Đường Lý Thái Tổ,primary,714014819,True,False
6739847137,6739847136,3.365,,primary,1232179872,True,False
6739847138,4623087036,6.336,Đường Lý Thái Tổ,primary,714014819,True,False
6739847136,6739847125,3.374,,primary,1232179872,True,False
411922629,6786738905,104.887,Nguyễn Thị Minh Khai,primary,288732439,True,False
6786738905,11804018784,13.705,Nguyễn Thị Minh Khai,primary,1144283676,True,False
6449960735,11755528660,46.683,Đường Tùng Thiện Vương,primary,193514960,True,False
11755528660,6757924464,32.783,Đường Tùng Thiện Vương,primary,193514960,True,False
6727484804,5794854820,32.816,Hùng Vương,primary,715878587,True,False
5794854820,5794854819,12.17,Hùng Vương,primary,715878587,True,False
6778090647,2358137410,14.016,Đường Võ Văn Kiệt,primary,723197017,True,False
2358137410,6778090646,13.702,Đường Võ Văn Kiệt,primary,723197017,True,False
366418858,2495745494,23.475,Trường Chinh,primary,1220496373,True,False
2495745494,11468863392,77.022,Trường Chinh,primary,1178057415,True,False
6770526469,1996745180,5.928,Đường Võ Văn Kiệt,primary,724176786,True,False
6789210655,6789210658,37.058,Trần Hưng Đạo,primary,466095118,True,False
6789210658,6760665404,25.393,Trần Hưng Đạo,primary,466095118,True,False
6712587699,2433653225,9.96,Đường 3 Tháng 2,primary,567499453,True,False
2433653225,6712587697,11.24,Đường 3 Tháng 2,primary,719039661,True,False
2380787713,9721647694,15.245,Cầu Khánh Hội,primary,57727332,True,False
9721647694,2034589364,16.945,Cầu Khánh Hội,primary,57727332,True,False
6760578322,6760578328,12.685,Trần Hưng Đạo,primary,327048057,True,False
6760578328,6789184310,15.643,Trần Hưng Đạo,primary,327048057,True,False
12181658670,2036141730,107.448,Đường Nam Kỳ Khởi Nghĩa,primary,302854713,True,False
2036141730,411926532,121.765,Đường Nam Kỳ Khởi Nghĩa,primary,302854713,True,False
6757455577,5674570733,14.353,Nguyễn Tri Phương,primary,715881311,True,False
5674570733,5816931372,52.294,Nguyễn Tri Phương,primary,715881311,True,False
6732307123,6727805022,148.306,Hồng Bàng,primary,716748281,True,False
6727805022,6727805021,32.664,Hồng Bàng,primary,715914019,True,False
6732659236,4616029238,5.412,Đường Hồng Bàng,primary,717325443,True,False
4616029238,6732659232,18.462,Đường Lý Thường Kiệt,primary,221150538,True,False
4616029238,5803147462,11.391,Đường Hồng Bàng,primary,717325442,True,False
2364075314,6772432975,9.035,Trần Hưng Đạo,primary,719421235,True,False
6772432975,9404261855,66.142,Trần Hưng Đạo,primary,719421235,True,False
4640056766,11755160653,18.568,Đường An Dương Vương,primary,467581823,True,False
11755160653,6726843065,15.515,Đường An Dương Vương,primary,467581823,True,False
6789351759,6773182783,28.272,Trần Hưng Đạo,primary,817119562,True,False
6773182783,4612970107,5.2,Trần Hưng Đạo,primary,817119562,True,False
11284547742,9608426540,122.035,Trần Hưng Đạo,primary,1044171790,True,False
9608426540,10558424628,32.163,Trần Hưng Đạo,primary,1044171790,True,False
411925162,411926300,41.459,Nam Kỳ Khởi Nghĩa,primary,1225573415,True,False
411926300,411922954,91.069,Nam Kỳ Khởi Nghĩa,primary,1225573415,True,False
6639599300,366432033,5.306,Ngã Bảy Lý Thái Tổ,primary,1018414104,True,False
366432033,2614395055,4.969,Ngã Bảy Lý Thái Tổ,primary,1018414104,True,False
6793471363,6793729497,7.873,Đường 3 Tháng 2,primary,818991383,True,False
6793729497,6793729496,8.011,Đường 3 Tháng 2,primary,818991383,True,False
1996655304,4618374499,15.921,Đường Võ Văn Kiệt,primary,724149314,True,False
4618374499,1996655503,18.493,Đường Võ Văn Kiệt,primary,724149314,True,False
9404261893,9404261891,41.093,Trần Hưng Đạo,primary,431068520,True,False
9404261891,6788469898,5.625,Trần Hưng Đạo,primary,431068520,True,False
9013343796,6793925379,2.678,Cách Mạng Tháng 8,primary,230935041,True,False
6793925379,6786732257,36.246,Cách Mạng Tháng 8,primary,230935041,True,False
6732307122,6733532368,76.31,Hồng Bàng,primary,716809430,True,False
6733532368,6640254450,6.121,Hồng Bàng,primary,716809430,True,False
5757673265,6791021964,31.154,Đường Lý Thường Kiệt,primary,1269082103,True,False
6791021964,5757673277,9.982,Đường Lý Thường Kiệt,primary,1269082103,True,False
6712570982,5778688826,32.897,Đường 3 Tháng 2,primary,1178034721,True,False
5778688826,5778688832,30.962,Đường 3 Tháng 2,primary,1178034721,True,False
6747154745,411917836,24.781,Hàm Nghi,primary,621157034,True,False
411917836,6747154754,24.659,Hàm Nghi,primary,1177488207,True,False
6789319272,6760648983,55.868,Trần Hưng Đạo,primary,431068520,True,False
1987339998,2966416215,9.835,Cầu Khánh Hội,primary,165367629,True,False
2966416215,2966416211,9.802,Cầu Khánh Hội,primary,165367629,True,False
6760665398,6789319270,38.931,Trần Hưng Đạo,primary,431068520,True,False
6789319270,2032267297,45.328,Trần Hưng Đạo,primary,431068520,True,False
11824841475,4627835021,9.357,Đường Võ Văn Kiệt,primary,722042533,True,False
4627835021,366469297,18.792,Đường Võ Văn Kiệt,primary,722042533,True,False
9864826736,4610625919,4.923,Vòng xoay Phù Đổng Thiên Vương,primary,1265743189,True,False
11502520163,4629359734,3.102,Đường 3 Tháng 2,primary,567485854,True,False
11502520163,11502520166,3.629,Ba Tháng Hai,primary,1238251884,True,False
4629359734,11502520168,31.562,Đường 3 Tháng 2,primary,567485854,True,False
11502520166,11502520164,3.913,Ba Tháng Hai,primary,1238251884,True,False
6328336881,6257994004,17.987,Trường Chinh,primary,138877181,True,False
6257994004,3771416347,20.868,Trường Chinh,primary,138877181,True,False
411926532,411926521,17.745,Đường Nam Kỳ Khởi Nghĩa,primary,193092894,True,False
411926532,411926559,141.584,Đường Ðiện Biên Phủ,primary,1275903827,True,False
9404261887,6790929765,28.797,Trần Hưng Đạo,primary,720357122,True,False
6790929765,6788469896,4.951,Trần Hưng Đạo,primary,720357122,True,False
6548820012,4618374496,12.533,Đường Võ Văn Kiệt,primary,717202032,True,False
4618374496,1997154497,9.517,Đường Võ Văn Kiệt,primary,717202032,True,False
2358070589,4489056948,3.293,,primary,227076577,True,False
4489056948,4489056949,3.3,,primary,227076577,True,False
11755528588,5772558097,70.833,Đường Lý Thường Kiệt,primary,220860889,True,False
5772558097,5772558091,45.314,Đường Lý Thường Kiệt,primary,220860889,True,False
4628119689,6791021966,17.443,Đường Lý Thường Kiệt,primary,1269082103,True,False
6791021966,6791021968,86.573,Đường Lý Thường Kiệt,primary,1269082103,True,False
11771724357,411918116,23.79,Cách Mạng Tháng 8,primary,496187511,False,False
11771724357,5074798956,1.168,Cách Mạng Tháng 8,primary,496187511,False,True
411918116,5074798953,6.615,Cách Mạng Tháng 8,primary,496187511,False,False
411918116,11771724357,23.79,Cách Mạng Tháng 8,primary,496187511,False,True
5074798956,11771724357,1.168,Cách Mạng Tháng 8,primary,496187511,False,False
5074798956,411925482,8.33,Cách Mạng Tháng 8,primary,496187511,False,True
4631143713,6775099001,146.125,Nguyễn Tri Phương,primary,189017063,True,False
6775099001,1996654153,7.601,Nguyễn Tri Phương,primary,189017063,True,False
5758130724,6724935334,59.661,Lý Thái Tổ,primary,1219536774,True,False
6724935334,3768905105,13.893,Lý Thái Tổ,primary,1219536774,True,False
2036141706,4597431798,59.084,Đường Võ Thị Sáu,primary,326849848,True,False
4597431798,12181658673,9.894,Đường Võ Thị Sáu,primary,326849848,True,False
6747157937,2299419525,8.547,Đường Lý Thường Kiệt,primary,220860889,True,False
2299419525,12014583424,16.367,Đường Lý Thường Kiệt,primary,220860889,True,False
5813779756,2358137412,19.477,Võ Văn Kiệt,primary,1306100056,True,False
